ID	PartType	PartName	PrimaryAttribute	Number	AdditionAttr	SuitAttr	SuitId
12230204	3	60级紫色法师衣服	{1,4032,8064},{2,1920,3840}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	0	-1
12240204	4	60级紫色法师项链	{4,480,960},{6,576,1152}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	0	-1
12250204	5	60级紫色法师腰带	{1,1344,2688},{5,576,1152}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	0	-1
12260204	6	60级紫色法师手镯	{4,480,960},{5,576,1152}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	0	-1
12270204	7	60级紫色法师鞋子	{1,1344,2688},{6,576,1152}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	0	-1
12280204	8	60级紫色法师戒指	{2,2880,5760},{8,480,960}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	0	-1
12210214	1	60级紫色法师头盔（套装）	{5,768,1536},{6,768,1536}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	1	35
12220214	2	60级紫色法师武器（套装）	{4,1440,2880},{8,720,1440}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	1	36
12230214	3	60级紫色法师衣服（套装）	{1,4032,8064},{2,1920,3840}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	1	35
12240214	4	60级紫色法师项链（套装）	{4,480,960},{6,576,1152}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	1	36
12250214	5	60级紫色法师腰带（套装）	{1,1344,2688},{5,576,1152}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	1	35
12260214	6	60级紫色法师手镯（套装）	{4,480,960},{5,576,1152}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	1	36
12270214	7	60级紫色法师鞋子（套装）	{1,1344,2688},{6,576,1152}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	1	35
12280214	8	60级紫色法师戒指（套装）	{2,2880,5760},{8,480,960}	3,8400,4,1600	{1000,1,672,3360},{300,1,672,3360},{100,1,672,3360},{1000,2,480,2400},{300,2,480,2400},{100,2,480,2400},{1000,3,240,1200},{300,3,240,1200},{100,3,240,1200},{1000,4,240,1200},{300,4,240,1200},{100,4,240,1200},{1000,5,192,960},{300,5,192,960},{100,5,192,960},{1000,6,192,960},{300,6,192,960},{100,6,192,960},{1000,7,120,600},{300,7,120,600},{100,7,120,600},{1000,8,120,600},{300,8,120,600},{100,8,120,600},{1000,9,120,600},{300,9,120,600},{100,9,120,600},{1000,10,120,600},{300,10,120,600},{100,10,120,600},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,72,360},{300,13,72,360},{100,13,72,360},{1000,14,60,300},{300,14,60,300},{100,14,60,300},{1000,15,120,600},{300,15,120,600},{100,15,120,600},{1000,16,48,240},{300,16,48,240},{100,16,48,240},{1000,19,120,600},{300,19,120,600},{100,19,120,600}	1	36
12210225	1	60级橙色法师头盔	{5,883,1766},{6,883,1766}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	0	-1
12220225	2	60级橙色法师武器	{4,1656,3312},{8,828,1656}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	0	-1
12230225	3	60级橙色法师衣服	{1,4636,9273},{2,2208,4416}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	0	-1
12240225	4	60级橙色法师项链	{4,552,1104},{6,662,1324}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	0	-1
12250225	5	60级橙色法师腰带	{1,1545,3091},{5,662,1324}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	0	-1
12260225	6	60级橙色法师手镯	{4,552,1104},{5,662,1324}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	0	-1
12270225	7	60级橙色法师鞋子	{1,1545,3091},{6,662,1324}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	0	-1
12280225	8	60级橙色法师戒指	{2,3312,6624},{8,552,1104}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	0	-1
12210235	1	60级橙色法师头盔（套装）	{5,883,1766},{6,883,1766}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	1	43
12220235	2	60级橙色法师武器（套装）	{4,1656,3312},{8,828,1656}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	1	44
12230235	3	60级橙色法师衣服（套装）	{1,4636,9273},{2,2208,4416}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	1	43
12240235	4	60级橙色法师项链（套装）	{4,552,1104},{6,662,1324}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	1	44
12250235	5	60级橙色法师腰带（套装）	{1,1545,3091},{5,662,1324}	4,8400,5,1600	{1000,1,773,3864},{300,1,773,3864},{100,1,773,3864},{1000,2,552,2760},{300,2,552,2760},{100,2,552,2760},{1000,3,276,1380},{300,3,276,1380},{100,3,276,1380},{1000,4,276,1380},{300,4,276,1380},{100,4,276,1380},{1000,5,221,1104},{300,5,221,1104},{100,5,221,1104},{1000,6,221,1104},{300,6,221,1104},{100,6,221,1104},{1000,7,138,690},{300,7,138,690},{100,7,138,690},{1000,8,138,690},{300,8,138,690},{100,8,138,690},{1000,9,138,690},{300,9,138,690},{100,9,138,690},{1000,10,138,690},{300,10,138,690},{100,10,138,690},{1000,11,83,414},{300,11,83,414},{100,11,83,414},{1000,13,83,414},{300,13,83,414},{100,13,83,414},{1000,14,69,345},{300,14,69,345},{100,14,69,345},{1000,15,138,690},{300,15,138,690},{100,15,138,690},{1000,16,56,276},{300,16,56,276},{100,16,56,276},{1000,19,138,690},{300,19,138,690},{100,19,138,690}	1	43
