ID	Name	ItemTypeText	ItemText	ResId	ItemLevel	Occupation	ItemQuality	ItemType	ItemClassify	Sort	CostTime	UseEffect	Batch	UseCount	Remind	Stackable	Discard	OtherEffect	Sound	Model	QualityEffect	Announcement	Warehouse	bind	NoBindId	Intensify
11280214	60级紫色战士戒指（套装）	戒指	道具描述	46	60	1	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1280214	0
11210225	60级橙色战士头盔	头盔	道具描述	6	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1210225	0
11220225	60级橙色战士武器	武器	道具描述	16	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1220225	0
11230225	60级橙色战士衣服	衣服	道具描述	26	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1230225	0
11240225	60级橙色战士项链	项链	道具描述	36	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1240225	0
11250225	60级橙色战士腰带	腰带	道具描述	76	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1250225	0
11260225	60级橙色战士手镯	手镯	道具描述	66	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1260225	0
11270225	60级橙色战士鞋子	鞋子	道具描述	56	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1270225	0
11280225	60级橙色战士戒指	戒指	道具描述	46	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1280225	0
11210235	60级橙色战士头盔（套装）	头盔	道具描述	6	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1210235	0
11220235	60级橙色战士武器（套装）	武器	道具描述	16	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1220235	0
11230235	60级橙色战士衣服（套装）	衣服	道具描述	26	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1230235	0
11240235	60级橙色战士项链（套装）	项链	道具描述	36	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1240235	0
11250235	60级橙色战士腰带（套装）	腰带	道具描述	76	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1250235	0
11260235	60级橙色战士手镯（套装）	手镯	道具描述	66	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1260235	0
11270235	60级橙色战士鞋子（套装）	鞋子	道具描述	56	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1270235	0
11280235	60级橙色战士戒指（套装）	戒指	道具描述	46	60	1	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	1280235	0
12100000	——法师掉落类			toumingditu	1	2	0	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	-1	0
12110114	30级紫色法师头盔	头盔	道具描述	4	30	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110114	0
12120114	30级紫色法师武器	武器	道具描述	114	30	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2120114	0
12130114	30级紫色法师衣服	衣服	道具描述	24	30	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2130114	0
12140114	30级紫色法师项链	项链	道具描述	34	30	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2140114	0
12150114	30级紫色法师腰带	腰带	道具描述	74	30	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2150114	0
12160114	30级紫色法师手镯	手镯	道具描述	64	30	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2160114	0
12170114	30级紫色法师鞋子	鞋子	道具描述	54	30	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2170114	0
12180114	30级紫色法师戒指	戒指	道具描述	44	30	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2180114	0
12110115	30级橙色法师头盔	头盔	道具描述	4	30	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110115	0
12120115	30级橙色法师武器	武器	道具描述	114	30	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2120115	0
12130115	30级橙色法师衣服	衣服	道具描述	24	30	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2130115	0
12140115	30级橙色法师项链	项链	道具描述	34	30	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2140115	0
12150115	30级橙色法师腰带	腰带	道具描述	74	30	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2150115	0
12160115	30级橙色法师手镯	手镯	道具描述	64	30	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2160115	0
12170115	30级橙色法师鞋子	鞋子	道具描述	54	30	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2170115	0
12180115	30级橙色法师戒指	戒指	道具描述	44	30	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2180115	0
12110124	40级紫色法师头盔	头盔	道具描述	5	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110124	0
12120124	40级紫色法师武器	武器	道具描述	115	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2120124	0
12130124	40级紫色法师衣服	衣服	道具描述	25	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2130124	0
12140124	40级紫色法师项链	项链	道具描述	35	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2140124	0
12150124	40级紫色法师腰带	腰带	道具描述	75	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2150124	0
12160124	40级紫色法师手镯	手镯	道具描述	65	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2160124	0
12170124	40级紫色法师鞋子	鞋子	道具描述	55	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2170124	0
12180124	40级紫色法师戒指	戒指	道具描述	45	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2180124	0
12110134	40级紫色法师头盔（套装）	头盔	道具描述	5	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110134	0
12120134	40级紫色法师武器（套装）	武器	道具描述	115	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2120134	0
12130134	40级紫色法师衣服（套装）	衣服	道具描述	25	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2130134	0
12140134	40级紫色法师项链（套装）	项链	道具描述	35	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2140134	0
12150134	40级紫色法师腰带（套装）	腰带	道具描述	75	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2150134	0
12160134	40级紫色法师手镯（套装）	手镯	道具描述	65	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2160134	0
12170134	40级紫色法师鞋子（套装）	鞋子	道具描述	55	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2170134	0
12180134	40级紫色法师戒指（套装）	戒指	道具描述	45	40	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2180134	0
12110145	40级橙色法师头盔	头盔	道具描述	5	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110145	0
12120145	40级橙色法师武器	武器	道具描述	115	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2120145	0
12130145	40级橙色法师衣服	衣服	道具描述	25	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2130145	0
12140145	40级橙色法师项链	项链	道具描述	35	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2140145	0
12150145	40级橙色法师腰带	腰带	道具描述	75	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2150145	0
12160145	40级橙色法师手镯	手镯	道具描述	65	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2160145	0
12170145	40级橙色法师鞋子	鞋子	道具描述	55	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2170145	0
12180145	40级橙色法师戒指	戒指	道具描述	45	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2180145	0
12110155	40级橙色法师头盔（套装）	头盔	道具描述	5	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110155	0
12120155	40级橙色法师武器（套装）	武器	道具描述	115	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2120155	0
12130155	40级橙色法师衣服（套装）	衣服	道具描述	25	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2130155	0
12140155	40级橙色法师项链（套装）	项链	道具描述	35	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2140155	0
12150155	40级橙色法师腰带（套装）	腰带	道具描述	75	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2150155	0
12160155	40级橙色法师手镯（套装）	手镯	道具描述	65	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2160155	0
12170155	40级橙色法师鞋子（套装）	鞋子	道具描述	55	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2170155	0
12180155	40级橙色法师戒指（套装）	戒指	道具描述	45	40	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2180155	0
12110164	50级紫色法师头盔	头盔	道具描述	6	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110164	0
12120164	50级紫色法师武器	武器	道具描述	116	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2120164	0
12130164	50级紫色法师衣服	衣服	道具描述	26	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2130164	0
12140164	50级紫色法师项链	项链	道具描述	36	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2140164	0
12150164	50级紫色法师腰带	腰带	道具描述	76	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2150164	0
12160164	50级紫色法师手镯	手镯	道具描述	66	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2160164	0
12170164	50级紫色法师鞋子	鞋子	道具描述	56	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2170164	0
12180164	50级紫色法师戒指	戒指	道具描述	46	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2180164	0
12110174	50级紫色法师头盔（套装）	头盔	道具描述	6	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110174	0
12120174	50级紫色法师武器（套装）	武器	道具描述	116	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2120174	0
12130174	50级紫色法师衣服（套装）	衣服	道具描述	26	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2130174	0
12140174	50级紫色法师项链（套装）	项链	道具描述	36	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2140174	0
12150174	50级紫色法师腰带（套装）	腰带	道具描述	76	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2150174	0
12160174	50级紫色法师手镯（套装）	手镯	道具描述	66	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2160174	0
12170174	50级紫色法师鞋子（套装）	鞋子	道具描述	56	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2170174	0
12180174	50级紫色法师戒指（套装）	戒指	道具描述	46	50	2	4	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2180174	0
12110185	50级橙色法师头盔	头盔	道具描述	6	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110185	0
12120185	50级橙色法师武器	武器	道具描述	116	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2120185	0
12130185	50级橙色法师衣服	衣服	道具描述	26	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2130185	0
12140185	50级橙色法师项链	项链	道具描述	36	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2140185	0
12150185	50级橙色法师腰带	腰带	道具描述	76	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2150185	0
12160185	50级橙色法师手镯	手镯	道具描述	66	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2160185	0
12170185	50级橙色法师鞋子	鞋子	道具描述	56	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2170185	0
12180185	50级橙色法师戒指	戒指	道具描述	46	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2180185	0
12110195	50级橙色法师头盔（套装）	头盔	道具描述	6	50	2	5	4	1	-1	0	1,ui/actor/uiactor	0	0	1	1	0	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	0	2110195	0
